installid,date,size,cost,subsidy,zip,city,state
DEC00473,2010-12-05,7.4,45900,15000,19947,Georgetown,DE
R02097,2014-06-06,6.36,22276,7270,19955,Kenton,DE
R02133,2015-10-07,6.36,34150,7270,19734,Townsend,DE
R00904,2011-01-24,7.98,53945,13486.25,19971,Rehoboth Beach,DE
DEC00568,2011-04-19,5.04,28000,6385,19966,Millsboro,DE
DEC00237,2009-03-24,3.96,32000,15000,19934,Camden Wyoming,DE
DEC00780,2012-05-14,5.1,23715,4545,19966,Millsboro,DE
R02070,2014-06-06,11.88,40344,10658,19958,Lewes,DE
R01468,2012-06-06,4.07,26455,5087.5,19958,Lewes,DE
R00832,2011-04-26,6.3,51716,12929,19702,Newark,DE
R01899,2014-04-21,2.6,14035,5200,19809,Wilmington,DE
R01719,2013-06-06,-1,45000,11050,19807,Wilmington,DE
DEC00909,2013-06-14,5.23,30250,4725,19958,Lewes,DE
R00238,2007-10-31,5.4,42660,21330,19709,Middletown,DE
DEC00223,2009-02-28,3.44,30043,15000,19966,Millsboro,DE
