installid,date,size,cost,subsidy,zip,city,state
SCE-INT-SCE-99691,2017-01-25,5.415,26700,0,92545,HEMET,CA
SCE-INT-NST-75465,2019-01-21,8.6135,35000,0,92649,HUNTINGTON BEACH,CA
185340,2019-06-10,5.12,16084,1792,12020,Ballston Spa,NY
PGE-INT-115318450,2018-11-09,12.6,42334,0,93722,FRESNO,CA
SCE-INT-SCE-04614,2015-10-02,15.01166327,64391.6,0,90621,BUENA PARK,CA
SCE-INT-500510753,2014-03-06,7.5,27749,1229,93221,Exeter,CA
107114,2020-05-27,8.32,-1,-1,85395,Goodyear,AZ
SDGE-INT-125844,2016-10-21,5.886,29625,0,92028,FALLBROOK,CA
LADWP-04471,2013-09-19,6.16,31416,4534,91325,Northridge,CA
PGE-INT-114109671 & PGE-INT-116854918,2017-11-22,7.92,29644.64,0,-1,-1,CA
SDGE-INT-159002,2018-05-25,4.251,14884,0,91915,CHULA VISTA,CA
SDGE-INT-143045,2017-06-28,4.485,18124,0,92069,SAN MARCOS,CA
SCE-INT-500058979,2010-05-07,4.14,28350,6686,92509,Riverside,CA
PGE-INT-113397778,2014-03-21,7.1764,-1,0,93720,FRESNO,CA
PGE-INT-118163619,2019-11-20,7.8375,35532.5,0,95901,MARYSVILLE,CA
